age,gender,education,experience_years,role_seniority,company_size,location_tier,skills_count,certifications,worked_remote,last_promotion_years_ago,salary_bdt,recent_project_description_length,survey_date,recent_note
31,Male,B.Sc,11.0,Junior,SME,Tier-1,10.0,0.0,1,1.0,146314,59.0,2023-12-23,Experience in data cleaning and ETL
34,Male,,12.0,Mid,Enterprise,Tier-1,7.0,1.0,0,0.0,174155,68.0,2023-11-04,Worked on microservices deployment
24,Male,PhD,0.0,Junior,SME,Tier-3,7.0,4.0,0,1.0,51450,43.0,2024-08-24,Contributed to open-source NLP repo
28,Female,B.Sc+Cert,4.0,Mid,Enterprise,Tier-2,4.0,1.0,0,,83688,38.0,2024-06-10,Worked on microservices deployment
20,Male,B.Sc,0.0,Senior,SME,Tier-1,7.0,0.0,1,2.0,76278,68.0,2024-10-09,Worked on microservices deployment
32,Male,B.Sc,11.0,Lead,Startup,Tier-1,3.0,1.0,0,3.0,123501,55.0,2024-11-24,Worked on microservices deployment
34,Female,B.Sc,9.0,Mid,SME,Tier-2,5.0,3.0,1,2.0,113702,64.0,2024-05-05,No relevant project mentioned
27,Male,,2.0,Senior,SME,Tier-3,,3.0,0,2.0,78973,61.0,2024-09-30,Worked on microservices deployment
39,Female,M.Sc,16.0,Junior,SME,Tier-2,2.0,2.0,1,2.0,183321,54.0,2024-09-29,Built ML pipeline for preprocessing
23,Male,B.Sc,0.0,Senior,SME,Tier-1,5.0,1.0,0,1.0,71731,,2024-12-07,Contributed to open-source NLP repo
21,Male,B.Sc,0.0,Mid,SME,Tier-2,11.0,0.0,1,1.0,50520,65.0,2023-07-17,Contributed to open-source NLP repo
31,Male,B.Sc,3.0,Mid,Enterprise,Remote,,0.0,0,0.0,76176,,2023-12-17,Worked on microservices deployment
36,Female,B.Sc,15.0,Senior,Enterprise,Tier-1,10.0,3.0,0,4.0,208944,55.0,2023-08-06,Built ML pipeline for preprocessing
40,Male,B.Sc+Cert,17.0,Senior,SME,Tier-2,6.0,1.0,0,5.0,209643,67.0,2023-01-08,None
27,Male,M.Sc,2.0,Junior,Enterprise,Tier-1,9.0,0.0,0,3.0,77398,58.0,2023-08-19,Built ML pipeline for preprocessing
36,Female,B.Sc,,Senior,SME,Tier-1,5.0,2.0,1,2.0,165307,73.0,2024-12-03,Contributed to open-source NLP repo
30,Male,B.Sc,8.0,Junior,Enterprise,Tier-1,3.0,0.0,1,2.0,109900,55.0,2023-04-03,Built ML pipeline for preprocessing
29,Male,B.Sc,6.0,Senior,SME,Tier-2,6.0,0.0,1,2.0,113363,46.0,2024-10-18,Worked on microservices deployment
35,Male,PhD,14.0,Mid,Startup,Tier-1,6.0,1.0,0,0.0,162762,68.0,2023-01-16,Built ML pipeline for preprocessing
34,Male,B.Sc,14.0,Junior,Startup,Tier-1,3.0,1.0,0,1.0,116197,67.0,2024-09-16,None
21,Male,B.Sc,1.0,Mid,Enterprise,Tier-1,,1.0,1,7.0,71686,,2023-07-15,No relevant project mentioned
39,Male,B.Sc,,Mid,SME,Tier-1,7.0,2.0,1,0.0,204760,56.0,2024-04-08,Contributed to open-source NLP repo
38,Male,M.Sc,14.0,Mid,Enterprise,Tier-2,1.0,0.0,0,2.0,162067,67.0,2023-07-24,Built ML pipeline for preprocessing
26,Male,M.Sc,2.0,Junior,SME,Tier-1,,0.0,1,5.0,56545,52.0,2024-08-02,Contributed to open-source NLP repo
32,Male,M.Sc,8.0,Junior,SME,Tier-1,2.0,2.0,1,1.0,123163,60.0,2023-05-07,None
33,Male,B.Sc,12.0,Senior,Startup,Tier-3,,2.0,0,2.0,130584,,2023-06-09,No relevant project mentioned
32,Male,B.Sc,6.0,Junior,Enterprise,Tier-2,,0.0,0,4.0,87347,58.0,2024-05-15,Worked on microservices deployment
27,Male,B.Sc,4.0,Mid,Startup,Tier-2,,1.0,0,2.0,69327,54.0,2024-04-10,No relevant project mentioned
26,Male,M.Sc,,Mid,Enterprise,Tier-1,8.0,1.0,1,3.0,90201,66.0,2024-05-12,Worked on microservices deployment
30,Male,B.Sc,5.0,Junior,SME,Tier-2,3.0,3.0,0,1.0,77974,,2024-03-23,Experience in data cleaning and ETL
37,Male,M.Sc,12.0,Mid,Enterprise,Tier-1,5.0,0.0,0,3.0,180855,62.0,2024-04-08,Built ML pipeline for preprocessing
33,Female,B.Sc+Cert,14.0,Mid,Startup,Tier-1,2.0,1.0,1,0.0,156954,48.0,2023-12-08,Contributed to open-source NLP repo
28,Male,B.Sc+Cert,3.0,Mid,Startup,Tier-2,5.0,4.0,1,0.0,65924,56.0,2024-05-22,Built ML pipeline for preprocessing
35,Female,B.Sc,12.0,Mid,SME,Remote,5.0,0.0,1,,165186,66.0,2024-10-25,Built ML pipeline for preprocessing
20,Female,B.Sc,0.0,Mid,SME,Tier-2,10.0,0.0,0,1.0,47767,51.0,2023-10-11,None
37,Male,B.Sc,14.0,Junior,Startup,Tier-1,4.0,0.0,1,,131643,50.0,2023-05-31,Built ML pipeline for preprocessing
20,Male,M.Sc,0.0,Senior,Enterprise,Remote,4.0,0.0,0,1.0,103808,63.0,2024-07-28,None
28,Male,M.Eng,2.0,Junior,Startup,Tier-1,5.0,1.0,0,3.0,58776,60.0,2024-11-26,Contributed to open-source NLP repo
23,Female,B.Sc,0.0,Lead,SME,Remote,4.0,2.0,0,0.0,82771,66.0,2023-08-01,Worked on microservices deployment
22,Male,B.Sc,0.0,Mid,Startup,Tier-1,4.0,0.0,1,6.0,46516,67.0,2024-08-07,No relevant project mentioned
37,Male,M.Eng,15.0,Senior,SME,Tier-1,4.0,0.0,1,1.0,210733,56.0,2023-11-18,None
27,Male,B.Sc+Cert,5.0,Mid,SME,Tier-2,2.0,0.0,0,,89067,56.0,2024-10-27,Worked on microservices deployment
32,Female,B.Sc,12.0,Junior,Startup,Remote,4.0,2.0,0,4.0,110869,46.0,2023-07-07,No relevant project mentioned
30,Female,M.Sc,6.0,Senior,Enterprise,Remote,5.0,0.0,1,6.0,146286,58.0,2024-07-25,None
33,Male,B.Sc,8.0,Junior,SME,Tier-2,6.0,1.0,0,5.0,96909,66.0,2023-07-02,Experience in data cleaning and ETL
30,Male,B.Sc,8.0,Junior,Enterprise,Tier-2,6.0,0.0,0,0.0,124263,,2024-01-19,Built ML pipeline for preprocessing
22,Male,B.Sc+Cert,0.0,Junior,Startup,Tier-2,6.0,0.0,0,3.0,26553,57.0,2023-01-25,Experience in data cleaning and ETL
36,Male,M.Eng,10.0,Lead,SME,Tier-2,5.0,1.0,0,2.0,170564,69.0,2024-06-20,Worked on microservices deployment
27,Female,M.Sc,2.0,Mid,Startup,Tier-3,6.0,1.0,0,3.0,57324,53.0,2023-11-10,No relevant project mentioned
21,Male,B.Sc,1.0,Mid,Enterprise,Tier-1,3.0,,1,2.0,65881,65.0,2023-02-07,Contributed to open-source NLP repo
27,Male,M.Eng,,Mid,SME,Tier-1,,2.0,0,1.0,101226,73.0,2023-10-29,None
39,Male,B.Sc,13.0,Mid,Enterprise,Remote,5.0,0.0,1,5.0,155762,51.0,2024-01-04,No relevant project mentioned
35,Female,B.Sc,15.0,Senior,SME,Remote,4.0,2.0,0,5.0,165821,69.0,2023-04-10,Contributed to open-source NLP repo
28,Female,B.Sc,,Mid,Enterprise,Tier-1,4.0,0.0,0,4.0,62379,56.0,2024-01-23,Experience in data cleaning and ETL
28,Male,B.Sc,4.0,Senior,SME,Tier-1,8.0,1.0,1,3.0,102388,44.0,2024-10-20,None
28,Female,M.Sc,7.0,Junior,Startup,Remote,4.0,0.0,0,3.0,98340,71.0,2024-03-21,Experience in data cleaning and ETL
42,Male,M.Sc,22.0,Junior,Startup,Tier-2,4.0,3.0,1,0.0,206946,60.0,2024-04-14,Contributed to open-source NLP repo
32,Male,B.Sc,5.0,Mid,SME,Tier-2,3.0,1.0,1,3.0,67408,75.0,2023-02-24,Contributed to open-source NLP repo
33,Male,,10.0,Mid,SME,Tier-1,6.0,3.0,1,2.0,277650,62.0,2024-05-10,Worked on microservices deployment
36,Male,B.Sc,14.0,Mid,Startup,Remote,3.0,0.0,1,1.0,154530,53.0,2024-08-06,No relevant project mentioned
31,Male,B.Sc,7.0,Mid,Enterprise,Tier-1,4.0,1.0,0,4.0,115111,70.0,2023-05-07,Experience in data cleaning and ETL
28,Female,M.Sc,6.0,Junior,SME,Tier-1,3.0,2.0,0,4.0,99619,58.0,2023-11-17,No relevant project mentioned
29,Male,M.Eng,0.0,Mid,SME,Tier-1,4.0,1.0,0,6.0,70618,44.0,2023-03-09,No relevant project mentioned
30,Male,B.Sc,2.0,Mid,Startup,Remote,3.0,1.0,1,1.0,56788,,2024-01-31,Experience in data cleaning and ETL
30,Male,B.Sc,10.0,Junior,SME,Tier-3,3.0,1.0,0,2.0,114203,58.0,2023-06-02,No relevant project mentioned
34,Male,M.Sc,10.0,Mid,Startup,Tier-3,4.0,0.0,1,5.0,121155,61.0,2023-05-29,Experience in data cleaning and ETL
30,Female,M.Eng,5.0,Junior,Startup,Tier-1,2.0,2.0,0,1.0,77867,68.0,2024-02-07,No relevant project mentioned
34,Male,B.Sc,11.0,Mid,Enterprise,Remote,9.0,1.0,0,4.0,162903,46.0,2023-08-14,No relevant project mentioned
30,Male,B.Sc,7.0,Junior,SME,Tier-3,2.0,2.0,0,7.0,74943,58.0,2024-11-22,Built ML pipeline for preprocessing
30,Female,M.Sc,5.0,Senior,SME,Tier-3,5.0,0.0,0,3.0,78056,66.0,2023-11-06,No relevant project mentioned
20,Male,B.Sc,0.0,Mid,Startup,Remote,5.0,1.0,0,7.0,40824,54.0,2024-02-23,Built ML pipeline for preprocessing
35,Male,,,Junior,SME,Tier-1,7.0,0.0,0,2.0,119464,65.0,2024-05-29,Worked on microservices deployment
32,Male,M.Sc,11.0,Mid,Startup,Tier-2,,3.0,0,0.0,143001,70.0,2023-10-16,Contributed to open-source NLP repo
36,Male,M.Sc,12.0,Senior,SME,Remote,7.0,0.0,0,0.0,154209,47.0,2023-07-20,No relevant project mentioned
20,Other,M.Sc,0.0,Mid,SME,Tier-3,,,0,3.0,43000,59.0,2024-06-02,Worked on microservices deployment
43,Female,M.Sc,19.0,Senior,SME,Tier-2,3.0,0.0,0,0.0,185512,54.0,2024-10-28,None
29,Male,M.Sc,6.0,Junior,Enterprise,Tier-1,2.0,2.0,1,3.0,115129,58.0,2023-06-17,Worked on microservices deployment
37,Female,B.Sc,13.0,Senior,SME,Tier-2,5.0,3.0,1,0.0,165044,,2024-11-05,Contributed to open-source NLP repo
24,Male,B.Sc,0.0,Mid,SME,Tier-2,7.0,2.0,0,7.0,48751,64.0,2023-12-03,Worked on microservices deployment
34,Male,B.Sc,10.0,Junior,SME,Tier-1,6.0,1.0,0,0.0,130551,,2023-10-22,Worked on microservices deployment
24,Male,B.Sc,0.0,Mid,Startup,Remote,4.0,2.0,0,2.0,43060,60.0,2024-01-15,Built ML pipeline for preprocessing
26,Male,M.Sc,6.0,Lead,Enterprise,Tier-1,7.0,1.0,1,3.0,162188,61.0,2023-01-11,Built ML pipeline for preprocessing
41,Male,B.Sc+Cert,19.0,Senior,SME,Tier-1,4.0,,0,4.0,214517,49.0,2023-12-23,None
29,Male,B.Sc+Cert,,Mid,Startup,Tier-2,6.0,,1,1.0,105120,63.0,2023-05-11,Worked on microservices deployment
31,Female,M.Sc,8.0,Junior,Enterprise,Tier-2,4.0,0.0,0,6.0,88997,68.0,2023-07-24,Contributed to open-source NLP repo
35,Male,,12.0,Mid,Startup,Tier-1,7.0,3.0,0,2.0,155535,68.0,2024-03-11,Built ML pipeline for preprocessing
33,Male,B.Sc,12.0,Junior,Enterprise,Tier-1,5.0,3.0,1,1.0,160793,64.0,2023-11-12,Worked on microservices deployment
31,Male,M.Eng,10.0,Junior,Enterprise,Tier-1,4.0,1.0,0,2.0,132871,45.0,2024-08-26,None
32,Male,M.Sc,9.0,Mid,SME,Tier-1,4.0,0.0,0,3.0,125197,59.0,2023-11-10,Built ML pipeline for preprocessing
44,Male,M.Sc,20.0,Senior,Startup,Tier-1,7.0,1.0,1,2.0,234659,64.0,2024-04-30,No relevant project mentioned
30,Male,M.Sc,5.0,Mid,Startup,Tier-1,4.0,0.0,0,3.0,88067,63.0,2023-04-21,Experience in data cleaning and ETL
31,Female,M.Sc,8.0,Junior,Startup,Tier-1,6.0,3.0,0,1.0,123603,73.0,2023-10-17,No relevant project mentioned
36,Male,M.Eng,16.0,Mid,Startup,Tier-2,,2.0,0,0.0,168839,44.0,2023-09-04,No relevant project mentioned
37,Male,B.Sc,13.0,Senior,SME,Remote,8.0,1.0,1,1.0,158155,54.0,2024-02-16,Built ML pipeline for preprocessing
37,Male,,12.0,Mid,Enterprise,Tier-2,3.0,0.0,1,6.0,163834,,2024-07-26,None
34,Male,B.Sc+Cert,13.0,Mid,SME,Tier-3,4.0,3.0,0,3.0,135090,60.0,2024-03-25,Worked on microservices deployment
23,Male,B.Sc,2.0,Lead,SME,Tier-1,3.0,1.0,1,0.0,104090,50.0,2024-09-13,No relevant project mentioned
40,Female,M.Sc,17.0,Senior,SME,Tier-3,6.0,0.0,0,0.0,190040,63.0,2024-02-25,No relevant project mentioned
23,Male,B.Sc,1.0,Junior,Enterprise,Tier-2,6.0,0.0,0,,51712,,2024-02-04,Built ML pipeline for preprocessing
32,Male,B.Sc+Cert,7.0,Junior,Startup,Tier-2,4.0,2.0,0,4.0,96105,53.0,2024-03-31,None
25,Male,B.Sc,2.0,Lead,SME,Tier-1,,1.0,1,0.0,89316,69.0,2023-05-05,None
30,Male,M.Sc,10.0,Mid,Enterprise,Tier-1,3.0,0.0,1,2.0,158406,54.0,2024-12-15,Built ML pipeline for preprocessing
32,Male,B.Sc,12.0,Junior,Enterprise,Tier-2,,0.0,0,1.0,134500,61.0,2023-09-17,No relevant project mentioned
32,Female,M.Sc,5.0,Mid,Enterprise,Tier-2,4.0,3.0,0,3.0,105591,54.0,2024-06-18,No relevant project mentioned
33,Male,B.Sc,13.0,Mid,Enterprise,Remote,4.0,0.0,1,0.0,175444,51.0,2024-12-12,Built ML pipeline for preprocessing
40,Female,B.Sc,21.0,Lead,Startup,Tier-1,,1.0,1,1.0,239100,,2023-03-21,Built ML pipeline for preprocessing
33,Male,B.Sc,10.0,Junior,SME,Tier-1,3.0,1.0,1,3.0,108654,71.0,2023-09-29,Built ML pipeline for preprocessing
29,Female,B.Sc+Cert,8.0,Mid,Startup,Tier-2,5.0,1.0,0,2.0,99659,54.0,2024-07-18,Built ML pipeline for preprocessing
36,Male,B.Sc,16.0,Senior,SME,Remote,3.0,,1,4.0,175204,,2024-02-22,No relevant project mentioned
37,Male,B.Sc,14.0,Mid,SME,Tier-1,4.0,1.0,1,0.0,160022,51.0,2024-02-06,Contributed to open-source NLP repo
23,Male,M.Sc,6.0,Junior,SME,Tier-2,7.0,0.0,1,,93609,55.0,2023-02-22,Built ML pipeline for preprocessing
34,Female,B.Sc,13.0,Senior,Enterprise,Tier-1,,2.0,0,0.0,170514,75.0,2023-09-29,None
34,Male,B.Sc+Cert,12.0,Mid,SME,Tier-2,,0.0,1,2.0,149742,,2023-08-16,Built ML pipeline for preprocessing
28,Male,B.Sc,4.0,Mid,SME,Tier-3,5.0,0.0,1,0.0,77478,65.0,2024-11-22,No relevant project mentioned
38,Male,M.Sc,17.0,Mid,Startup,Remote,6.0,2.0,0,0.0,192125,62.0,2024-01-06,No relevant project mentioned
29,Female,B.Sc,2.0,Junior,Enterprise,Tier-1,4.0,1.0,1,1.0,72074,,2024-12-12,Worked on microservices deployment
31,Male,B.Sc,11.0,Senior,Startup,Tier-1,,1.0,1,1.0,132724,61.0,2023-07-11,No relevant project mentioned
29,Female,M.Sc,9.0,Mid,Startup,Tier-2,5.0,2.0,0,2.0,127336,50.0,2023-01-23,Worked on microservices deployment
30,Male,M.Sc,10.0,Mid,Startup,Tier-1,6.0,1.0,1,2.0,154818,44.0,2024-07-05,None
23,Male,M.Sc,0.0,Junior,SME,Tier-2,5.0,0.0,0,1.0,44269,47.0,2023-12-02,Experience in data cleaning and ETL
21,Male,B.Sc,0.0,Mid,Startup,Tier-2,3.0,1.0,0,0.0,32605,43.0,2023-08-18,Experience in data cleaning and ETL
40,Female,B.Sc,17.0,Senior,Enterprise,Tier-1,8.0,4.0,0,1.0,247296,41.0,2024-06-13,No relevant project mentioned
25,Male,B.Sc,4.0,Senior,Enterprise,Tier-3,7.0,1.0,0,0.0,100733,,2024-05-02,No relevant project mentioned
24,Female,PhD,,Senior,Enterprise,Tier-1,6.0,1.0,1,0.0,128407,67.0,2023-06-13,Built ML pipeline for preprocessing
20,Male,B.Sc,0.0,Mid,Startup,Remote,1.0,3.0,0,0.0,41926,69.0,2024-02-27,Contributed to open-source NLP repo
26,Male,B.Sc,5.0,Mid,Enterprise,Tier-3,2.0,1.0,1,0.0,78701,52.0,2023-12-26,No relevant project mentioned
22,Male,B.Sc,0.0,Mid,Enterprise,Tier-3,1.0,4.0,0,4.0,39494,60.0,2023-06-18,Built ML pipeline for preprocessing
40,Male,M.Sc,18.0,Senior,Enterprise,Tier-1,4.0,,1,2.0,242397,55.0,2024-05-27,Built ML pipeline for preprocessing
36,Female,B.Sc,12.0,Mid,SME,Remote,1.0,0.0,0,2.0,130078,53.0,2023-12-14,None
26,Female,B.Sc+Cert,1.0,Mid,Enterprise,Tier-3,3.0,2.0,0,3.0,53619,70.0,2023-07-18,Built ML pipeline for preprocessing
44,Female,B.Sc,20.0,Junior,Startup,Tier-1,6.0,2.0,0,6.0,158035,55.0,2023-07-31,Built ML pipeline for preprocessing
36,Female,B.Sc+Cert,17.0,Junior,Enterprise,Tier-1,2.0,1.0,0,1.0,192336,70.0,2024-11-12,Worked on microservices deployment
28,Male,B.Sc,3.0,Mid,Startup,Tier-1,7.0,2.0,1,1.0,74391,60.0,2023-06-01,None
20,Male,M.Sc,0.0,Lead,SME,Remote,8.0,0.0,1,7.0,104309,64.0,2024-07-30,Contributed to open-source NLP repo
44,Female,B.Sc+Cert,21.0,Junior,Enterprise,Remote,3.0,2.0,1,4.0,211779,58.0,2024-06-13,None
22,Male,B.Sc,0.0,Junior,SME,Remote,7.0,4.0,1,,56248,59.0,2023-03-31,Contributed to open-source NLP repo
20,Female,B.Sc+Cert,1.0,Junior,Startup,Tier-3,4.0,1.0,1,2.0,36285,40.0,2023-01-14,No relevant project mentioned
36,Female,B.Sc,11.0,Senior,Enterprise,Tier-2,5.0,1.0,0,2.0,153471,52.0,2023-01-19,No relevant project mentioned
45,Male,B.Sc+Cert,20.0,Mid,Enterprise,Tier-1,10.0,1.0,0,2.0,215673,50.0,2023-03-23,Experience in data cleaning and ETL
38,Other,M.Sc,14.0,Junior,Startup,Tier-1,6.0,0.0,1,3.0,159830,74.0,2024-09-12,Built ML pipeline for preprocessing
33,Male,B.Sc,15.0,Mid,Enterprise,Tier-1,6.0,1.0,0,1.0,187752,51.0,2024-06-02,Worked on microservices deployment
34,Male,B.Sc,,Mid,SME,Tier-2,2.0,1.0,0,4.0,128618,55.0,2023-01-02,Experience in data cleaning and ETL
35,Male,B.Sc,13.0,Mid,SME,Remote,4.0,3.0,0,5.0,163139,48.0,2023-09-20,None
35,Male,B.Sc,11.0,Mid,Startup,Remote,,1.0,0,2.0,127307,60.0,2024-06-23,Experience in data cleaning and ETL
32,Male,B.Sc,10.0,Junior,Startup,Tier-1,6.0,1.0,0,1.0,127833,69.0,2024-05-04,Experience in data cleaning and ETL
31,Male,B.Sc,8.0,Mid,Startup,Tier-2,2.0,1.0,0,3.0,86368,69.0,2023-12-03,Experience in data cleaning and ETL
30,Female,B.Sc,9.0,Junior,Startup,Tier-2,,1.0,0,0.0,101465,40.0,2023-10-13,Experience in data cleaning and ETL
25,Female,M.Sc,4.0,Junior,Enterprise,Tier-2,6.0,2.0,0,,104201,56.0,2023-09-11,Worked on microservices deployment
28,Male,B.Sc,6.0,Mid,SME,Tier-2,4.0,1.0,0,3.0,72055,53.0,2024-08-19,Worked on microservices deployment
20,Male,B.Sc,0.0,Junior,Enterprise,Tier-1,8.0,0.0,0,0.0,55538,46.0,2024-04-29,None
29,Female,M.Sc,7.0,Mid,Enterprise,Remote,,1.0,0,2.0,130601,63.0,2023-07-20,No relevant project mentioned
24,Male,B.Sc,5.0,Junior,Startup,Tier-3,2.0,0.0,1,3.0,61843,79.0,2023-10-19,None
23,Male,,0.0,Junior,Enterprise,Tier-3,3.0,1.0,0,1.0,35467,80.0,2023-10-05,No relevant project mentioned
31,Male,B.Sc,9.0,Senior,Enterprise,Tier-1,7.0,1.0,1,0.0,162164,58.0,2023-12-01,Worked on microservices deployment
38,Male,B.Sc+Cert,12.0,Mid,SME,Tier-1,4.0,0.0,0,2.0,145331,61.0,2024-08-12,No relevant project mentioned
36,Male,M.Eng,10.0,Mid,Startup,Tier-1,5.0,0.0,0,4.0,127179,68.0,2024-02-15,Built ML pipeline for preprocessing
21,Female,B.Sc,1.0,Senior,Enterprise,Tier-3,6.0,1.0,0,1.0,60964,59.0,2023-07-29,Built ML pipeline for preprocessing
24,Male,M.Sc,2.0,Mid,Enterprise,Remote,11.0,1.0,0,3.0,92711,67.0,2024-09-29,Experience in data cleaning and ETL
36,Male,B.Sc,15.0,Senior,Enterprise,Tier-2,7.0,1.0,0,1.0,183878,47.0,2023-01-10,Contributed to open-source NLP repo
24,Male,M.Sc,0.0,Mid,Startup,Tier-3,7.0,,1,0.0,39160,59.0,2023-08-28,Worked on microservices deployment
29,Male,M.Sc,,Junior,Startup,Tier-2,8.0,1.0,1,1.0,76100,59.0,2023-06-19,Experience in data cleaning and ETL
33,Male,M.Sc,10.0,Junior,SME,Tier-1,5.0,2.0,0,1.0,126712,,2024-11-11,Built ML pipeline for preprocessing
24,Female,B.Sc,0.0,Mid,SME,Tier-3,,2.0,0,5.0,45773,48.0,2024-04-17,Contributed to open-source NLP repo
31,Female,B.Sc,6.0,Junior,Startup,Tier-3,7.0,1.0,1,,91544,,2024-04-16,No relevant project mentioned
22,Male,B.Sc,2.0,Junior,SME,Tier-1,3.0,1.0,0,0.0,58972,54.0,2024-11-26,No relevant project mentioned
26,Female,B.Sc+Cert,0.0,Junior,SME,Tier-1,6.0,2.0,1,1.0,51001,68.0,2023-08-17,Built ML pipeline for preprocessing
32,Female,M.Sc,7.0,Junior,Enterprise,Tier-2,,1.0,1,7.0,97341,46.0,2024-02-12,No relevant project mentioned
20,Female,M.Eng,,Junior,SME,Tier-1,4.0,0.0,1,1.0,53763,,2024-02-03,Worked on microservices deployment
33,Male,PhD,12.0,Junior,SME,Remote,5.0,1.0,0,1.0,173720,,2023-07-22,Contributed to open-source NLP repo
30,Male,B.Sc,7.0,Junior,Enterprise,Tier-2,11.0,1.0,0,0.0,95797,49.0,2024-11-14,None
33,Male,M.Sc,12.0,Junior,Enterprise,Tier-1,5.0,5.0,1,3.0,139825,56.0,2024-08-15,Built ML pipeline for preprocessing
31,Male,M.Sc,9.0,Mid,Startup,Tier-1,3.0,0.0,0,1.0,126022,65.0,2023-02-18,None
38,Male,PhD,19.0,Junior,Startup,Remote,5.0,1.0,0,2.0,224597,62.0,2024-12-27,Experience in data cleaning and ETL
31,Male,PhD,5.0,Senior,Enterprise,Tier-3,7.0,0.0,0,2.0,133680,,2024-11-19,Built ML pipeline for preprocessing
27,Female,M.Sc,4.0,Senior,SME,Tier-3,9.0,2.0,0,0.0,107056,,2023-04-05,Experience in data cleaning and ETL
31,Female,B.Sc,5.0,Mid,Enterprise,Tier-1,11.0,0.0,1,0.0,99385,61.0,2023-04-28,Built ML pipeline for preprocessing
33,Female,M.Sc,12.0,Mid,SME,Remote,5.0,1.0,1,6.0,152672,74.0,2024-09-01,Contributed to open-source NLP repo
30,Male,B.Sc,6.0,Mid,Startup,Tier-2,7.0,1.0,1,5.0,92656,64.0,2023-03-15,Built ML pipeline for preprocessing
30,Male,M.Sc,4.0,Junior,SME,Tier-2,3.0,,1,2.0,59448,67.0,2023-02-06,Contributed to open-source NLP repo
26,Male,B.Sc+Cert,3.0,Senior,SME,Remote,5.0,1.0,0,0.0,87905,59.0,2023-11-26,No relevant project mentioned
26,Male,B.Sc,3.0,Junior,SME,Tier-1,3.0,,0,1.0,60511,,2024-03-01,No relevant project mentioned
22,Male,M.Sc,0.0,Senior,Startup,Tier-2,,1.0,0,2.0,57856,43.0,2023-07-06,No relevant project mentioned
40,Male,B.Sc,,Mid,Enterprise,Tier-1,7.0,,0,1.0,205297,70.0,2024-01-19,Built ML pipeline for preprocessing
23,Male,B.Sc,0.0,Junior,SME,Tier-2,,3.0,0,6.0,38532,61.0,2024-04-03,Built ML pipeline for preprocessing
26,Female,B.Sc,8.0,Mid,SME,Tier-1,7.0,1.0,1,0.0,110522,60.0,2023-11-05,None
26,Male,M.Sc,4.0,Mid,Enterprise,Remote,4.0,0.0,0,3.0,105829,47.0,2024-03-01,Worked on microservices deployment
35,Female,B.Sc+Cert,13.0,Junior,SME,Tier-1,3.0,0.0,1,1.0,134567,62.0,2024-01-27,Experience in data cleaning and ETL
28,Male,B.Sc+Cert,10.0,Mid,Enterprise,Tier-2,6.0,1.0,1,2.0,138133,,2023-11-27,None
37,Male,B.Sc,14.0,Mid,Enterprise,Remote,1.0,1.0,0,3.0,153039,,2024-02-12,Worked on microservices deployment
26,Male,B.Sc+Cert,4.0,Mid,SME,Remote,2.0,1.0,0,1.0,83637,55.0,2023-11-03,Contributed to open-source NLP repo
32,Male,M.Sc,9.0,Junior,SME,Tier-2,,0.0,1,0.0,100799,65.0,2023-03-12,Worked on microservices deployment
25,Male,B.Sc,5.0,Junior,Enterprise,Tier-2,6.0,0.0,1,2.0,82544,59.0,2024-03-19,No relevant project mentioned
43,Male,B.Sc,22.0,Senior,Startup,Tier-1,,1.0,1,6.0,239141,53.0,2023-05-29,Experience in data cleaning and ETL
23,Male,B.Sc,0.0,Mid,Startup,Tier-1,4.0,1.0,0,2.0,44159,61.0,2024-03-12,Built ML pipeline for preprocessing
32,Male,,10.0,Mid,Enterprise,Tier-2,9.0,1.0,0,0.0,152021,56.0,2023-09-19,Experience in data cleaning and ETL
34,Male,M.Sc,11.0,Lead,Enterprise,Tier-1,9.0,0.0,0,4.0,233407,49.0,2024-10-13,Built ML pipeline for preprocessing
32,Female,M.Sc,9.0,Junior,Enterprise,Tier-1,2.0,1.0,0,0.0,135747,65.0,2023-12-23,Built ML pipeline for preprocessing
29,Male,B.Sc,10.0,Mid,Startup,Tier-1,6.0,1.0,0,1.0,105586,52.0,2023-11-01,Experience in data cleaning and ETL
29,Female,M.Sc,6.0,Senior,Startup,Tier-2,8.0,1.0,1,1.0,116342,54.0,2024-06-26,Built ML pipeline for preprocessing
30,Male,B.Sc,8.0,Senior,Startup,Tier-2,7.0,0.0,0,1.0,120421,64.0,2023-06-04,Built ML pipeline for preprocessing
29,Female,B.Sc,4.0,Junior,SME,Tier-1,6.0,1.0,1,1.0,72965,61.0,2023-04-26,Contributed to open-source NLP repo
36,Female,M.Sc,16.0,Junior,SME,Tier-1,5.0,1.0,0,4.0,196379,63.0,2024-12-21,Built ML pipeline for preprocessing
43,Male,B.Sc,17.0,Mid,SME,Tier-2,4.0,1.0,0,0.0,189935,74.0,2024-09-18,Built ML pipeline for preprocessing
27,Male,M.Eng,2.0,Junior,Startup,Tier-2,7.0,1.0,0,2.0,52940,60.0,2023-02-20,No relevant project mentioned
22,Female,B.Sc,0.0,Senior,SME,Tier-2,8.0,1.0,0,0.0,54097,,2023-03-13,No relevant project mentioned
29,Male,M.Sc,2.0,Junior,SME,Tier-3,3.0,0.0,1,2.0,46780,49.0,2024-10-01,No relevant project mentioned
45,Male,B.Sc,23.0,Junior,Startup,Tier-1,2.0,1.0,0,0.0,234735,37.0,2023-05-23,Contributed to open-source NLP repo
